Treatment ,ID,Week,Cercs,Schisto inf,Schisto fact,Meta inf,Meta fact,Total inf,Total fact,Metas
T1,T1.13,6,NA,1,p,0,ap,1,ones,0
T1,T1.14,6,0,0,ap,1,p,1,onem,3
T1,T1.15,6,0,0,ap,1,p,1,onem,2
T1,T1.16,6,0,0,ap,1,p,1,onem,1
T1,T1.17,6,NA,0,ap,1,p,1,onem,5
T1,T1.18,6,0,0,ap,0,ap,0,ap,0
T1,T1.19,6,94,1,p,0,ap,1,ones,0
T1,T1.20,6,0,0,ap,0,ap,0,ap,0
T1,T1.21,6,0,0,ap,0,ap,0,ap,0
T1,T1.22,6,270,1,p,1,p,2,p,1
T1,T1.23,6,0,0,ap,0,ap,0,ap,0
T1,T1.24,6,0,0,ap,1,p,1,onem,3
T1,T1.25,6,NA,1,p,1,p,2,p,6
T1,T1.26,6,NA,0,ap,1,p,1,onem,5
T1,T1.27,6,0,0,ap,0,ap,0,ap,0
T1,T1.28,6,0,1,p,1,p,2,p,4
T1,T1.29,6,0,0,ap,0,ap,0,ap,0
T1,T1.30,6,0,0,ap,0,ap,0,ap,0
T1,T1.32,6,334,1,p,1,p,2,p,2
T1,T1.33,6,NA,0,ap,1,p,1,onem,3
T1,T1.34,6,NA,0,ap,1,p,1,onem,2
T1,T1.35,6,0,0,ap,0,ap,0,ap,0
T1,T1.36,6,NA,1,p,1,p,2,p,2
T1,T1.37,6,234,1,p,1,p,2,p,1
T1,T1.38,6,0,0,ap,0,ap,0,ap,0
T1,T1.39,6,0,0,ap,1,p,1,onem,1
T1,T1.40,6,0,0,ap,1,p,1,onem,3
T1,T1.1,7,28,1,p,1,p,2,p,1
T1,T1.2,7,NA,0,ap,1,p,1,onem,6
T1,T1.3,7,0,0,ap,1,p,1,onem,3
T1,T1.4,7,0,0,ap,1,p,1,onem,2
T1,T1.5,7,NA,0,ap,1,p,1,onem,4
T1,T1.6,7,0,0,ap,1,p,1,onem,2
T1,T1.7,7,0,0,ap,1,p,1,onem,3
T1,T1.8,7,177,1,p,1,p,2,p,2
T1,T1.9,7,345,1,p,1,p,2,p,1
T1,T1.10,7,NA,0,ap,1,p,1,onem,2
T1,T1.11,7,NA,0,ap,1,p,1,onem,4
T1,T1.12,7,0,0,ap,1,p,1,onem,1
T1,T1.13,7,NA,1,p,0,ap,1,ones,0
T1,T1.14,7,0,0,ap,1,p,1,onem,3
T1,T1.15,7,0,0,ap,1,p,1,onem,2
T1,T1.16,7,0,0,ap,1,p,1,onem,1
T1,T1.17,7,NA,0,ap,1,p,1,onem,5
T1,T1.18,7,0,0,ap,0,ap,0,ap,0
T1,T1.19,7,157,1,p,0,ap,1,ones,0
T1,T1.20,7,0,0,ap,0,ap,0,ap,0
T1,T1.21,7,0,0,ap,0,ap,0,ap,0
T1,T1.22,7,285,1,p,1,p,2,p,1
T1,T1.23,7,0,0,ap,0,ap,0,ap,0
T1,T1.24,7,0,0,ap,1,p,1,onem,3
T1,T1.25,7,NA,1,p,1,p,2,p,6
T1,T1.26,7,NA,0,ap,1,p,1,onem,5
T1,T1.27,7,0,0,ap,0,ap,0,ap,0
T1,T1.28,7,0,1,p,1,p,2,p,4
T1,T1.29,7,0,0,ap,0,ap,0,ap,0
T1,T1.30,7,0,0,ap,0,ap,0,ap,0
T1,T1.32,7,218,1,p,1,p,2,p,2
T1,T1.33,7,NA,0,ap,1,p,1,onem,3
T1,T1.34,7,NA,0,ap,1,p,1,onem,2
T1,T1.35,7,0,0,ap,0,ap,0,ap,0
T1,T1.36,7,NA,1,p,1,p,2,p,2
T1,T1.37,7,NA,1,p,1,p,2,p,1
T1,T1.38,7,0,0,ap,0,ap,0,ap,0
T1,T1.39,7,0,0,ap,1,p,1,onem,1
T1,T1.40,7,0,0,ap,1,p,1,onem,3
T2,T2.1,1,111,1,p,0,ap,1,ones,0
T2,T2.2,1,0,0,ap,0,ap,0,ap,0
T2,T2.3,1,53,1,p,1,p,2,p,1
T2,T2.4,1,5,1,p,1,p,2,p,2
T2,T2.5,1,NA,0,ap,1,p,1,onem,3
T2,T2.6,1,NA,0,ap,0,ap,0,ap,0
T2,T2.7,1,0,0,ap,1,p,1,onem,3
T2,T2.8,1,NA,0,ap,1,p,1,onem,2
T2,T2.9,1,NA,0,ap,1,p,1,onem,3
T2,T2.10,1,0,1,p,1,p,2,p,3
T2,T2.11,1,2,1,p,1,p,2,p,3
T2,T2.13,1,0,0,ap,0,ap,0,ap,0
T2,T2.14,1,NA,0,ap,1,p,1,onem,3
T2,T2.15,1,0,1,p,1,p,2,p,1
T2,T2.16,1,0,0,ap,1,p,1,onem,1
T2,T2.17,1,NA,0,ap,1,p,1,onem,6
T2,T2.18,1,41,1,p,0,ap,1,ones,0
T2,T2.19,1,0,0,ap,1,p,1,onem,2
T2,T2.20,1,0,0,ap,0,ap,0,ap,0
T2,T2.21,1,0,0,ap,1,p,1,onem,3
T2,T2.22,1,0,0,ap,1,p,1,onem,2
T2,T2.23,1,0,0,ap,1,p,1,onem,1
T2,T2.25,1,NA,0,ap,0,ap,0,ap,0
T2,T2.26,1,NA,0,ap,0,ap,0,ap,0
T2,T2.27,1,0,0,ap,1,p,1,onem,1
T2,T2.28,1,3,1,p,0,ap,1,ones,0
T2,T2.29,1,0,1,p,1,p,2,p,3
T2,T2.30,1,5,1,p,1,p,2,p,2
T2,T2.31,1,0,0,ap,1,p,1,onem,1
T2,T2.32,1,0,0,ap,1,p,1,onem,3
T2,T2.33,1,0,1,p,0,ap,1,ones,0
T2,T2.34,1,12,1,p,0,ap,1,ones,0
T2,T2.35,1,0,0,ap,0,ap,0,ap,0
T2,T2.36,1,0,0,ap,0,ap,0,ap,0
T2,T2.37,1,0,0,ap,0,ap,0,ap,0
T2,T2.38,1,0,0,ap,0,ap,0,ap,0
T2,T2.39,1,0,0,ap,1,p,1,onem,7
T2,T2.40,1,0,1,p,1,p,2,p,3
T2,T2.1,2,94,1,p,0,ap,1,ones,0
T2,T2.2,2,0,0,ap,0,ap,0,ap,0
T2,T2.3,2,276,1,p,1,p,2,p,1
T2,T2.4,2,192,1,p,1,p,2,p,2
T2,T2.5,2,NA,0,ap,1,p,1,onem,3
T2,T2.6,2,NA,0,ap,0,ap,0,ap,0
T2,T2.7,2,0,0,ap,1,p,1,onem,3
T2,T2.8,2,NA,0,ap,1,p,1,onem,2
T2,T2.9,2,NA,0,ap,1,p,1,onem,3
T2,T2.10,2,0,1,p,1,p,2,p,3
T2,T2.11,2,60,1,p,1,p,2,p,3
T2,T2.13,2,0,0,ap,0,ap,0,ap,0
T2,T2.14,2,NA,0,ap,1,p,1,onem,3
T2,T2.15,2,9,1,p,1,p,2,p,1
T2,T2.16,2,0,0,ap,1,p,1,onem,1
T2,T2.17,2,NA,0,ap,1,p,1,onem,6
T2,T2.18,2,247,1,p,0,ap,1,ones,0
T2,T2.19,2,0,0,ap,1,p,1,onem,2
T2,T2.20,2,0,0,ap,0,ap,0,ap,0
T2,T2.21,2,NA,0,ap,1,p,1,onem,3
T2,T2.22,2,0,0,ap,1,p,1,onem,2
T2,T2.23,2,0,0,ap,1,p,1,onem,1
T2,T2.25,2,NA,0,ap,0,ap,0,ap,0
T2,T2.26,2,NA,0,ap,0,ap,0,ap,0
T2,T2.27,2,0,0,ap,1,p,1,onem,1
T2,T2.28,2,49,1,p,0,ap,1,ones,0
T2,T2.29,2,63,1,p,1,p,2,p,3
T2,T2.30,2,207,1,p,1,p,2,p,2
T2,T2.31,2,0,0,ap,1,p,1,onem,1
T2,T2.32,2,0,0,ap,1,p,1,onem,3
T2,T2.33,2,5,1,p,0,ap,1,ones,0
T2,T2.34,2,140,1,p,0,ap,1,ones,0
T2,T2.35,2,0,0,ap,0,ap,0,ap,0
T2,T2.36,2,0,0,ap,0,ap,0,ap,0
T2,T2.37,2,NA,0,ap,0,ap,0,ap,0
T2,T2.38,2,0,0,ap,0,ap,0,ap,0
T2,T2.39,2,NA,0,ap,1,p,1,onem,7
T2,T2.40,2,140,1,p,1,p,2,p,3
T2,T2.1,3,172,1,p,0,ap,1,ones,0
T2,T2.2,3,0,0,ap,0,ap,0,ap,0
T2,T2.3,3,NA,1,p,1,p,2,p,1
T2,T2.4,3,351,1,p,1,p,2,p,2
T2,T2.5,3,NA,0,ap,1,p,1,onem,3
T2,T2.6,3,NA,0,ap,0,ap,0,ap,0
T2,T2.7,3,0,0,ap,1,p,1,onem,3
T2,T2.8,3,NA,0,ap,1,p,1,onem,2
T2,T2.9,3,NA,0,ap,1,p,1,onem,3
T2,T2.10,3,70,1,p,1,p,2,p,3
T2,T2.11,3,210,1,p,1,p,2,p,3
T2,T2.13,3,0,0,ap,0,ap,0,ap,0
T2,T2.14,3,NA,0,ap,1,p,1,onem,3
T2,T2.15,3,32,1,p,1,p,2,p,1
T2,T2.16,3,0,0,ap,1,p,1,onem,1
T2,T2.17,3,NA,0,ap,1,p,1,onem,6
T2,T2.18,3,369,1,p,0,ap,1,ones,0
T2,T2.19,3,0,0,ap,1,p,1,onem,2
T2,T2.20,3,0,0,ap,0,ap,0,ap,0
T2,T2.21,3,NA,0,ap,1,p,1,onem,3
T2,T2.22,3,0,0,ap,1,p,1,onem,2
T2,T2.23,3,0,0,ap,1,p,1,onem,1
T2,T2.25,3,NA,0,ap,0,ap,0,ap,0
T2,T2.26,3,NA,0,ap,0,ap,0,ap,0
T2,T2.27,3,0,0,ap,1,p,1,onem,1
T2,T2.28,3,176,1,p,0,ap,1,ones,0
T2,T2.29,3,134,1,p,1,p,2,p,3
T2,T2.30,3,295,1,p,1,p,2,p,2
T2,T2.31,3,0,0,ap,1,p,1,onem,1
T2,T2.32,3,0,0,ap,1,p,1,onem,3
T2,T2.33,3,65,1,p,0,ap,1,ones,0
T2,T2.34,3,256,1,p,0,ap,1,ones,0
T2,T2.35,3,0,0,ap,0,ap,0,ap,0
T2,T2.36,3,0,0,ap,0,ap,0,ap,0
T2,T2.37,3,NA,0,ap,0,ap,0,ap,0
T2,T2.38,3,0,0,ap,0,ap,0,ap,0
T2,T2.39,3,NA,0,ap,1,p,1,onem,7
T2,T2.40,3,NA,1,p,1,p,2,p,3
T2,T2.1,4,170,1,p,0,ap,1,ones,0
T2,T2.2,4,0,0,ap,0,ap,0,ap,0
T2,T2.3,4,NA,1,p,1,p,2,p,1
T2,T2.4,4,274,1,p,1,p,2,p,2
T2,T2.5,4,NA,0,ap,1,p,1,onem,3
T2,T2.6,4,NA,0,ap,0,ap,0,ap,0
T2,T2.7,4,0,0,ap,1,p,1,onem,3
T2,T2.8,4,NA,0,ap,1,p,1,onem,2
T2,T2.9,4,NA,0,ap,1,p,1,onem,3
T2,T2.10,4,134,1,p,1,p,2,p,3
T2,T2.11,4,191,1,p,1,p,2,p,3
T2,T2.13,4,0,0,ap,0,ap,0,ap,0
T2,T2.14,4,NA,0,ap,1,p,1,onem,3
T2,T2.15,4,52,1,p,1,p,2,p,1
T2,T2.16,4,0,0,ap,1,p,1,onem,1
T2,T2.17,4,NA,0,ap,1,p,1,onem,6
T2,T2.18,4,299,1,p,0,ap,1,ones,0
T2,T2.19,4,0,0,ap,1,p,1,onem,2
T2,T2.20,4,0,0,ap,0,ap,0,ap,0
T2,T2.21,4,NA,0,ap,1,p,1,onem,3
T2,T2.22,4,0,0,ap,1,p,1,onem,2
T2,T2.23,4,0,0,ap,1,p,1,onem,1
T2,T2.25,4,NA,0,ap,0,ap,0,ap,0
T2,T2.26,4,NA,0,ap,0,ap,0,ap,0
T2,T2.27,4,0,0,ap,1,p,1,onem,1
T2,T2.28,4,224,1,p,0,ap,1,ones,0
T2,T2.29,4,170,1,p,1,p,2,p,3
T2,T2.30,4,177,1,p,1,p,2,p,2
T2,T2.31,4,0,0,ap,1,p,1,onem,1
T2,T2.32,4,0,0,ap,1,p,1,onem,3
T2,T2.33,4,35,1,p,0,ap,1,ones,0
T2,T2.34,4,181,1,p,0,ap,1,ones,0
T2,T2.35,4,0,0,ap,0,ap,0,ap,0
T2,T2.36,4,0,0,ap,0,ap,0,ap,0
T2,T2.37,4,NA,0,ap,0,ap,0,ap,0
T2,T2.38,4,0,0,ap,0,ap,0,ap,0
T2,T2.39,4,NA,0,ap,1,p,1,onem,7
T2,T2.40,4,NA,1,p,1,p,2,p,3
T2,T2.1,5,99,1,p,0,ap,1,ones,0
T2,T2.2,5,0,0,ap,0,ap,0,ap,0
T2,T2.3,5,NA,1,p,1,p,2,p,1
T2,T2.4,5,203,1,p,1,p,2,p,2
T2,T2.5,5,NA,0,ap,1,p,1,onem,3
T2,T2.6,5,NA,0,ap,0,ap,0,ap,0
T2,T2.7,5,0,0,ap,1,p,1,onem,3
T2,T2.8,5,NA,0,ap,1,p,1,onem,2
T2,T2.9,5,NA,0,ap,1,p,1,onem,3
T2,T2.10,5,NA,1,p,1,p,2,p,3
T2,T2.11,5,206,1,p,1,p,2,p,3
T2,T2.13,5,0,0,ap,0,ap,0,ap,0
T2,T2.14,5,NA,0,ap,1,p,1,onem,3
T2,T2.15,5,39,1,p,1,p,2,p,1
T2,T2.16,5,0,0,ap,1,p,1,onem,1
T2,T2.17,5,NA,0,ap,1,p,1,onem,6
T2,T2.18,5,268,1,p,0,ap,1,ones,0
T2,T2.19,5,0,0,ap,1,p,1,onem,2
T2,T2.20,5,0,0,ap,0,ap,0,ap,0
T2,T2.21,5,NA,0,ap,1,p,1,onem,3
T2,T2.22,5,0,0,ap,1,p,1,onem,2
T2,T2.23,5,0,0,ap,1,p,1,onem,1
T2,T2.25,5,NA,0,ap,0,ap,0,ap,0
T2,T2.26,5,NA,0,ap,0,ap,0,ap,0
T2,T2.27,5,0,0,ap,1,p,1,onem,1
T2,T2.28,5,117,1,p,0,ap,1,ones,0
T2,T2.29,5,18,1,p,1,p,2,p,3
T2,T2.30,5,285,1,p,1,p,2,p,2
T2,T2.31,5,0,0,ap,1,p,1,onem,1
T2,T2.32,5,0,0,ap,1,p,1,onem,3
T2,T2.33,5,20,1,p,0,ap,1,ones,0
T2,T2.34,5,210,1,p,0,ap,1,ones,0
T2,T2.35,5,0,0,ap,0,ap,0,ap,0
T2,T2.36,5,0,0,ap,0,ap,0,ap,0
T2,T2.37,5,NA,0,ap,0,ap,0,ap,0
T2,T2.38,5,0,0,ap,0,ap,0,ap,0
T2,T2.39,5,NA,0,ap,1,p,1,onem,7
T2,T2.40,5,NA,1,p,1,p,2,p,3
T2,T2.1,6,200,1,p,0,ap,1,ones,0
T2,T2.2,6,0,0,ap,0,ap,0,ap,0
T2,T2.3,6,NA,1,p,1,p,2,p,1
T2,T2.4,6,196,1,p,1,p,2,p,2
T2,T2.5,6,NA,0,ap,1,p,1,onem,3
T2,T2.6,6,NA,0,ap,0,ap,0,ap,0
T2,T2.7,6,0,0,ap,1,p,1,onem,3
T2,T2.8,6,NA,0,ap,1,p,1,onem,2
T2,T2.9,6,NA,0,ap,1,p,1,onem,3
T2,T2.10,6,NA,1,p,1,p,2,p,3
T2,T2.11,6,128,1,p,1,p,2,p,3
T2,T2.13,6,0,0,ap,0,ap,0,ap,0
T2,T2.14,6,NA,0,ap,1,p,1,onem,3
T2,T2.15,6,24,1,p,1,p,2,p,1
T2,T2.16,6,0,0,ap,1,p,1,onem,1
T2,T2.17,6,NA,0,ap,1,p,1,onem,6
T2,T2.18,6,187,1,p,0,ap,1,ones,0
T2,T2.19,6,NA,0,ap,1,p,1,onem,2
T2,T2.20,6,NA,0,ap,0,ap,0,ap,0
T2,T2.21,6,NA,0,ap,1,p,1,onem,3
T2,T2.22,6,0,0,ap,1,p,1,onem,2
T2,T2.23,6,0,0,ap,1,p,1,onem,1
T2,T2.25,6,NA,0,ap,0,ap,0,ap,0
T2,T2.26,6,NA,0,ap,0,ap,0,ap,0
T2,T2.27,6,0,0,ap,1,p,1,onem,1
T2,T2.28,6,127,1,p,0,ap,1,ones,0
T2,T2.29,6,15,1,p,1,p,2,p,3
T2,T2.30,6,267,1,p,1,p,2,p,2
T2,T2.31,6,0,0,ap,1,p,1,onem,1
T2,T2.32,6,0,0,ap,1,p,1,onem,3
T2,T2.33,6,0,1,p,0,ap,1,ones,0
T2,T2.34,6,120,1,p,0,ap,1,ones,0
T2,T2.35,6,0,0,ap,0,ap,0,ap,0
T2,T2.36,6,0,0,ap,0,ap,0,ap,0
T2,T2.37,6,NA,0,ap,0,ap,0,ap,0
T2,T2.38,6,0,0,ap,0,ap,0,ap,0
T2,T2.39,6,NA,0,ap,1,p,1,onem,7
T2,T2.40,6,NA,1,p,1,p,2,p,3
T2,T2.1,7,198,1,p,0,ap,1,ones,0
T2,T2.2,7,0,0,ap,0,ap,0,ap,0
T2,T2.3,7,NA,1,p,1,p,2,p,1
T2,T2.4,7,0,1,p,1,p,2,p,2
T2,T2.5,7,NA,0,ap,1,p,1,onem,3
T2,T2.6,7,NA,0,ap,0,ap,0,ap,0
T2,T2.7,7,0,0,ap,1,p,1,onem,3
T2,T2.8,7,NA,0,ap,1,p,1,onem,2
T2,T2.9,7,NA,0,ap,1,p,1,onem,3
T2,T2.10,7,NA,1,p,1,p,2,p,3
T2,T2.11,7,176,1,p,1,p,2,p,3
T2,T2.13,7,0,0,ap,0,ap,0,ap,0
T2,T2.14,7,NA,0,ap,1,p,1,onem,3
T2,T2.15,7,NA,1,p,1,p,2,p,1
T2,T2.16,7,0,0,ap,1,p,1,onem,1
T2,T2.17,7,NA,0,ap,1,p,1,onem,6
T2,T2.18,7,NA,1,p,0,ap,1,ones,0
T2,T2.19,7,0,0,ap,1,p,1,onem,2
T2,T2.20,7,0,0,ap,0,ap,0,ap,0
T2,T2.21,7,NA,0,ap,1,p,1,onem,3
T2,T2.22,7,0,0,ap,1,p,1,onem,2
T2,T2.23,7,0,0,ap,1,p,1,onem,1
T2,T2.25,7,NA,0,ap,0,ap,0,ap,0
T2,T2.26,7,NA,0,ap,0,ap,0,ap,0
T2,T2.27,7,0,0,ap,1,p,1,onem,1
T2,T2.28,7,140,1,p,0,ap,1,ones,0
T2,T2.29,7,NA,1,p,1,p,2,p,3
T2,T2.30,7,166,1,p,1,p,2,p,2
T2,T2.31,7,0,0,ap,1,p,1,onem,1
T2,T2.32,7,0,0,ap,1,p,1,onem,3
T2,T2.33,7,NA,1,p,0,ap,1,ones,0
T2,T2.34,7,152,1,p,0,ap,1,ones,0
T2,T2.35,7,0,0,ap,0,ap,0,ap,0
T2,T2.36,7,0,0,ap,0,ap,0,ap,0
T2,T2.37,7,NA,0,ap,0,ap,0,ap,0
T2,T2.38,7,0,0,ap,0,ap,0,ap,0
T2,T2.39,7,NA,0,ap,1,p,1,onem,7
T2,T2.40,7,NA,1,p,1,p,2,p,3
T3,T3.1,1,7,1,p,1,p,2,p,2
T3,T3.2,1,0,0,ap,0,ap,0,ap,0
T3,T3.3,1,0,1,p,0,ap,1,ones,0
T3,T3.4,1,92,1,p,1,p,2,p,2
T3,T3.5,1,0,0,ap,1,p,1,onem,1
T3,T3.6,1,NA,0,ap,1,p,1,onem,4
T3,T3.7,1,NA,0,ap,0,ap,0,ap,0
T3,T3.8,1,22,1,p,1,p,2,p,1
T3,T3.9,1,25,1,p,1,p,2,p,3
T3,T3.10,1,NA,0,ap,1,p,1,onem,1
T3,T3.11,1,NA,0,ap,1,p,1,onem,4
T3,T3.12,1,0,1,p,0,ap,1,ones,0
T3,T3.13,1,0,1,p,1,p,2,p,3
T3,T3.14,1,0,0,ap,1,p,1,onem,2
T3,T3.15,1,0,0,ap,1,p,1,onem,1
T3,T3.16,1,0,0,ap,1,p,1,onem,2
T3,T3.17,1,0,0,ap,1,p,1,onem,1
T3,T3.18,1,NA,0,ap,1,p,1,onem,4
T3,T3.19,1,0,1,p,0,ap,1,ones,0
T3,T3.20,1,NA,0,ap,1,p,1,onem,1
T3,T3.21,1,0,0,ap,1,p,1,onem,3
T3,T3.22,1,58,1,p,1,p,2,p,2
T3,T3.23,1,28,1,p,1,p,2,p,2
T3,T3.24,1,14,1,p,0,ap,1,ones,0
T3,T3.25,1,77,1,p,1,p,2,p,3
T3,T3.26,1,0,0,ap,1,p,1,onem,4
T3,T3.27,1,0,1,p,1,p,2,p,3
T3,T3.28,1,31,1,p,0,ap,1,ones,0
T3,T3.29,1,0,1,p,1,p,2,p,8
T3,T3.30,1,NA,0,ap,1,p,1,onem,4
T3,T3.33,1,0,0,ap,1,p,1,onem,1
T3,T3.34,1,30,1,p,1,p,2,p,2
T3,T3.35,1,112,1,p,1,p,2,p,1
T3,T3.36,1,0,1,p,1,p,2,p,1
T3,T3.37,1,54,1,p,1,p,2,p,1
T3,T3.38,1,NA,0,ap,0,ap,0,ap,0
T3,T3.39,1,17,1,p,1,p,2,p,1
T3,T3.40,1,0,0,ap,1,p,1,onem,2
T3,T3.1,2,165,1,p,1,p,2,p,2
T3,T3.2,2,0,0,ap,0,ap,0,ap,0
T3,T3.3,2,41,1,p,0,ap,1,ones,0
T3,T3.4,2,223,1,p,1,p,2,p,2
T3,T3.5,2,0,0,ap,1,p,1,onem,1
T3,T3.6,2,NA,0,ap,1,p,1,onem,4
T3,T3.7,2,NA,0,ap,0,ap,0,ap,0
T3,T3.8,2,156,1,p,1,p,2,p,1
T3,T3.9,2,236,1,p,1,p,2,p,3
T3,T3.10,2,NA,0,ap,1,p,1,onem,1
T3,T3.11,2,NA,0,ap,1,p,1,onem,4
T3,T3.12,2,113,1,p,0,ap,1,ones,0
T3,T3.13,2,NA,1,p,1,p,2,p,3
T3,T3.14,2,0,0,ap,1,p,1,onem,2
T3,T3.15,2,0,0,ap,1,p,1,onem,1
T3,T3.16,2,0,0,ap,1,p,1,onem,2
T3,T3.17,2,0,0,ap,1,p,1,onem,1
T3,T3.18,2,NA,0,ap,1,p,1,onem,4
T3,T3.19,2,64,1,p,0,ap,1,ones,0
T3,T3.20,2,NA,0,ap,1,p,1,onem,1
T3,T3.21,2,0,0,ap,1,p,1,onem,3
T3,T3.22,2,260,1,p,1,p,2,p,2
T3,T3.23,2,248,1,p,1,p,2,p,2
T3,T3.24,2,357,1,p,0,ap,1,ones,0
T3,T3.25,2,117,1,p,1,p,2,p,3
T3,T3.26,2,NA,0,ap,1,p,1,onem,4
T3,T3.27,2,19,1,p,1,p,2,p,3
T3,T3.28,2,109,1,p,0,ap,1,ones,0
T3,T3.29,2,22,1,p,1,p,2,p,8
T3,T3.30,2,NA,0,ap,1,p,1,onem,4
T3,T3.33,2,0,0,ap,1,p,1,onem,1
T3,T3.34,2,233,1,p,1,p,2,p,2
T3,T3.35,2,377,1,p,1,p,2,p,1
T3,T3.36,2,0,1,p,1,p,2,p,1
T3,T3.37,2,223,1,p,1,p,2,p,1
T3,T3.38,2,NA,0,ap,0,ap,0,ap,0
T3,T3.39,2,193,1,p,1,p,2,p,1
T3,T3.40,2,0,0,ap,1,p,1,onem,2
T3,T3.1,3,387,1,p,1,p,2,p,2
T3,T3.2,3,0,0,ap,0,ap,0,ap,0
T3,T3.3,3,283,1,p,0,ap,1,ones,0
T3,T3.4,3,169,1,p,1,p,2,p,2
T3,T3.5,3,0,0,ap,1,p,1,onem,1
T3,T3.6,3,NA,0,ap,1,p,1,onem,4
T3,T3.7,3,NA,0,ap,0,ap,0,ap,0
T3,T3.8,3,297,1,p,1,p,2,p,1
T3,T3.9,3,253,1,p,1,p,2,p,3
T3,T3.10,3,NA,0,ap,1,p,1,onem,1
T3,T3.11,3,NA,0,ap,1,p,1,onem,4
T3,T3.12,3,221,1,p,0,ap,1,ones,0
T3,T3.13,3,NA,1,p,1,p,2,p,3
T3,T3.14,3,0,0,ap,1,p,1,onem,2
T3,T3.15,3,0,0,ap,1,p,1,onem,1
T3,T3.16,3,0,0,ap,1,p,1,onem,2
T3,T3.17,3,0,0,ap,1,p,1,onem,1
T3,T3.18,3,NA,0,ap,1,p,1,onem,4
T3,T3.19,3,251,1,p,0,ap,1,ones,0
T3,T3.20,3,NA,0,ap,1,p,1,onem,1
T3,T3.21,3,0,0,ap,1,p,1,onem,3
T3,T3.22,3,392,1,p,1,p,2,p,2
T3,T3.23,3,385,1,p,1,p,2,p,2
T3,T3.24,3,452,1,p,0,ap,1,ones,0
T3,T3.25,3,209,1,p,1,p,2,p,3
T3,T3.26,3,NA,0,ap,1,p,1,onem,4
T3,T3.27,3,125,1,p,1,p,2,p,3
T3,T3.28,3,249,1,p,0,ap,1,ones,0
T3,T3.29,3,42,1,p,1,p,2,p,8
T3,T3.30,3,NA,0,ap,1,p,1,onem,4
T3,T3.33,3,0,0,ap,1,p,1,onem,1
T3,T3.34,3,297,1,p,1,p,2,p,2
T3,T3.35,3,516,1,p,1,p,2,p,1
T3,T3.36,3,27,1,p,1,p,2,p,1
T3,T3.37,3,236,1,p,1,p,2,p,1
T3,T3.38,3,NA,0,ap,0,ap,0,ap,0
T3,T3.39,3,236,1,p,1,p,2,p,1
T3,T3.40,3,0,0,ap,1,p,1,onem,2
T3,T3.1,4,394,1,p,1,p,2,p,2
T3,T3.2,4,0,0,ap,0,ap,0,ap,0
T3,T3.3,4,341,1,p,0,ap,1,ones,0
T3,T3.4,4,181,1,p,1,p,2,p,2
T3,T3.5,4,0,0,ap,1,p,1,onem,1
T3,T3.6,4,NA,0,ap,1,p,1,onem,4
T3,T3.7,4,NA,0,ap,0,ap,0,ap,0
T3,T3.8,4,278,1,p,1,p,2,p,1
T3,T3.9,4,214,1,p,1,p,2,p,3
T3,T3.10,4,NA,0,ap,1,p,1,onem,1
T3,T3.11,4,NA,0,ap,1,p,1,onem,4
T3,T3.12,4,230,1,p,0,ap,1,ones,0
T3,T3.13,4,NA,1,p,1,p,2,p,3
T3,T3.14,4,0,0,ap,1,p,1,onem,2
T3,T3.15,4,0,0,ap,1,p,1,onem,1
T3,T3.16,4,0,0,ap,1,p,1,onem,2
T3,T3.17,4,0,0,ap,1,p,1,onem,1
T3,T3.18,4,NA,0,ap,1,p,1,onem,4
T3,T3.19,4,218,1,p,0,ap,1,ones,0
T3,T3.20,4,NA,0,ap,1,p,1,onem,1
T3,T3.21,4,0,0,ap,1,p,1,onem,3
T3,T3.22,4,173,1,p,1,p,2,p,2
T3,T3.23,4,334,1,p,1,p,2,p,2
T3,T3.24,4,440,1,p,0,ap,1,ones,0
T3,T3.25,4,201,1,p,1,p,2,p,3
T3,T3.26,4,NA,0,ap,1,p,1,onem,4
T3,T3.27,4,157,1,p,1,p,2,p,3
T3,T3.28,4,176,1,p,0,ap,1,ones,0
T3,T3.29,4,NA,1,p,1,p,2,p,8
T3,T3.30,4,NA,0,ap,1,p,1,onem,4
T3,T3.33,4,0,0,ap,1,p,1,onem,1
T3,T3.34,4,268,1,p,1,p,2,p,2
T3,T3.35,4,262,1,p,1,p,2,p,1
T3,T3.36,4,34,1,p,1,p,2,p,1
T3,T3.37,4,NA,1,p,1,p,2,p,1
T3,T3.38,4,NA,0,ap,0,ap,0,ap,0
T3,T3.39,4,119,1,p,1,p,2,p,1
T3,T3.40,4,0,0,ap,1,p,1,onem,2
T3,T3.1,5,308,1,p,1,p,2,p,2
T3,T3.2,5,0,0,ap,0,ap,0,ap,0
T3,T3.3,5,361,1,p,0,ap,1,ones,0
T3,T3.4,5,229,1,p,1,p,2,p,2
T3,T3.5,5,0,0,ap,1,p,1,onem,1
T3,T3.6,5,NA,0,ap,1,p,1,onem,4
T3,T3.7,5,NA,0,ap,0,ap,0,ap,0
T3,T3.8,5,181,1,p,1,p,2,p,1
T3,T3.9,5,222,1,p,1,p,2,p,3
T3,T3.10,5,NA,0,ap,1,p,1,onem,1
T3,T3.11,5,NA,0,ap,1,p,1,onem,4
T3,T3.12,5,255,1,p,0,ap,1,ones,0
T3,T3.13,5,NA,1,p,1,p,2,p,3
T3,T3.14,5,0,0,ap,1,p,1,onem,2
